小区ID,城市,行政区,小区名称,户型分类,户型类型,标准面积,面积区间,户型租金/毛坯,租金/简易装修,租金/精装修,租金/豪华装修,租金/付款方式,更新时间
---,杭州,西湖区,紫金庭园,4室1厅,---,16,"(1, 11]",2290,2290,2290,2290,押一付三,---
---,杭州,西湖区,皇朝城市花园,5室2厅,---,11,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,景瑞申花郡,4室1厅,---,9,"(0, 10]",1600,1600,1600,1600,押一付三,---
---,杭州,西湖区,湖畔莲花港,6室2厅,---,16,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,杭州,西湖区,融科瑷骊山,6室2厅,---,8,"(0, 10]",1190,1190,1190,1190,押一付三,---
---,杭州,西湖区,润达花园,4室1厅,---,16,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,西湖区,嘉绿景苑东园,4室1厅,---,14,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,西湖区,今日嘉园,5室2厅,---,14,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,天虹公寓南区,3室1厅,---,14,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,杭州,西湖区,南都花园别墅,4室1厅,---,9,"(0, 10]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,嘉绿景苑东园,4室1厅,---,16,"(1, 11]",2530,2530,2530,2530,押一付三,---
---,杭州,西湖区,奥克斯缔壹城,4室1厅,---,9,"(0, 10]",1430,1430,1430,1430,押一付三,---
---,杭州,西湖区,翠苑三区,3室1厅,---,26,"(2, 12]",2160,2160,2160,2160,押一付三,---
---,杭州,西湖区,金都花园,4室1厅,---,10,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,星洲花园万黛兰居,7室3厅,---,12,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,之江家园三区,3室0厅,---,14,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,杭州,西湖区,古荡新村东区,3室1厅,---,10,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,西湖区,美都新村,3室2厅,---,11,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,西湖区,中海紫藤苑,3室1厅,---,11,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,杭州,西湖区,香樟公寓,4室2厅,---,15,"(1, 11]",2390,2390,2390,2390,押一付三,---
---,杭州,西湖区,文三西路39号,4室1厅,---,20,"(2, 12]",2090,2090,2090,2090,押一付三,---
---,杭州,西湖区,之江家园三区,4室1厅,---,14,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,融信杭州公馆,4室1厅,---,9,"(0, 10]",1800,1800,1800,1800,押一付三,---
---,杭州,西湖区,府苑新村,4室1厅,---,11,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,杭州,西湖区,高教新村,4室1厅,---,7,"(0, 10]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,新德雅公寓,5室2厅,---,15,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,西湖区,翠苑二区,3室1厅,---,13,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,西湖区,古荡新村西区,3室1厅,---,15,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,杭州,西湖区,亚洲城花园东区,4室1厅,---,8,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,杭州,西湖区,佳兆业玖珑山,6室2厅,---,5,"(0, 10]",930,930,930,930,押一付三,---
---,杭州,西湖区,德雅花园,5室2厅,---,8,"(0, 10]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,奥克斯缔壹城,4室1厅,---,13,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,杭州,西湖区,阳光地带花园,6室2厅,---,17,"(1, 11]",2490,2490,2490,2490,押一付三,---
---,杭州,西湖区,高教新村,4室1厅,---,24,"(2, 12]",2020,2020,2020,2020,押一付三,---
---,杭州,西湖区,湖畔莲花港,3室1厅,---,13,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,西湖区,沁雅花园,5室1厅,---,18,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,西湖区,之江家园三区,3室1厅,---,10,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,定北家园三区,3室1厅,---,15,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,杭州,西湖区,大乐汇中心,4室1厅,---,10,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,西溪雅苑,3室2厅,---,13,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,莲花新村东区,3室1厅,---,7,"(0, 10]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,同仁家园,3室1厅,---,14,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,杭州,西湖区,石灰桥新村,3室1厅,---,15,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,西湖区,新世纪花苑,3室1厅,---,11,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,新世纪花苑,3室1厅,---,12,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,杭州,西湖区,三坝雅苑,3室1厅,---,20,"(2, 12]",2260,2260,2260,2260,押一付三,---
---,杭州,西湖区,三坝雅苑,3室1厅,---,15,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,西湖区,金地自在城玛瑙湾,5室1厅,---,7,"(0, 10]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,明珠公寓（万塘）,5室3厅,---,13,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,西湖区,景瑞申花郡,4室1厅,---,13,"(1, 11]",1810,1810,1810,1810,押一付三,---
---,杭州,西湖区,同仁家园逸林苑,3室1厅,---,9,"(0, 10]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,皇朝城市花园,3室1厅,---,10,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,西湖区,新世纪花苑,4室1厅,---,19,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,杭州,西湖区,都市水乡水滟苑,3室1厅,---,16,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,三墩颐景园曲水苑,7室2厅,---,11,"(1, 11]",1390,1390,1390,1390,押一付三,---
---,杭州,西湖区,翠苑二区,3室1厅,---,14,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,杭州,西湖区,融科瑷骊山,7室2厅,---,12,"(1, 11]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,之江家园五区,3室2厅,---,10,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,杭州,西湖区,之江家园五区,4室1厅,---,13,"(1, 11]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,西溪雅苑,3室2厅,---,11,"(1, 11]",1500,1500,1500,1500,押一付三,---
---,杭州,西湖区,之江家园四区,4室2厅,---,15,"(1, 11]",1500,1500,1500,1500,押一付三,---
---,杭州,西湖区,紫荆欣苑,5室1厅,---,9,"(0, 10]",1750,1750,1750,1750,押一付三,---
---,杭州,西湖区,西城年华,4室1厅,---,12,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,西湖区,石灰桥新村,3室1厅,---,11,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,西湖区,南都德迦西区,4室1厅,---,15,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,杭州,西湖区,耀江文鼎苑,3室2厅,---,14,"(1, 11]",2290,2290,2290,2290,押一付三,---
---,杭州,西湖区,黄龙公寓,1室2厅,---,77,"(7, 17]",5230,5230,5230,5230,押一付三,---
---,杭州,西湖区,协安紫郡,4室1厅,---,12,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,亲亲家园一期,3室0厅,---,17,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,西湖区,嘉绿西苑,4室2厅,---,15,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,杭州,西湖区,之江家园五区,3室2厅,---,13,"(1, 11]",1360,1360,1360,1360,押一付三,---
---,杭州,西湖区,中旅紫金名门,4室1厅,---,18,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,厚诚公寓,3室1厅,---,12,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,杭州,西湖区,紫金西苑,4室1厅,---,8,"(0, 10]",1690,1690,1690,1690,押一付三,---
---,杭州,西湖区,金田花园,4室2厅,---,11,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,杭州,西湖区,圣苑小区,5室1厅,---,9,"(0, 10]",1800,1800,1800,1800,押一付三,---
---,杭州,西湖区,阳光郡,4室1厅,---,11,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,长青嘉苑,4室1厅,---,16,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,新世纪花苑,4室1厅,---,12,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,莲花新村东区,3室1厅,---,18,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,杭州,西湖区,天阳美林湾北区,3室1厅,---,14,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,皇朝城市花园,3室1厅,---,9,"(0, 10]",1860,1860,1860,1860,押一付三,---
---,杭州,西湖区,转塘家园,5室2厅,---,14,"(1, 11]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,之江家园三区,3室1厅,---,15,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,杭州,西湖区,龙湖水晶郦城,5室1厅,---,22,"(2, 12]",1690,1690,1690,1690,押一付三,---
---,杭州,西湖区,之江家园二区,4室2厅,---,14,"(1, 11]",1500,1500,1500,1500,押一付三,---
---,杭州,西湖区,西溪雅苑,3室2厅,---,11,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,南都德迦西区,4室1厅,---,10,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,阳光郡,4室1厅,---,11,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,政新花园,4室1厅,---,9,"(0, 10]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,福鼎家园雨露苑,3室2厅,---,14,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,明珠公寓（万塘）,5室3厅,---,18,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,杭州,西湖区,景瑞申花郡,4室1厅,---,7,"(0, 10]",1370,1370,1370,1370,押一付三,---
---,杭州,西湖区,嘉绿西苑,4室2厅,---,17,"(1, 11]",2290,2290,2290,2290,押一付三,---
---,杭州,西湖区,龙湖水晶郦城,4室1厅,---,12,"(1, 11]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,康乐新村,4室1厅,---,14,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,科技新村,4室1厅,---,12,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,杭州,西湖区,福鼎家园雨露苑,3室2厅,---,8,"(0, 10]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,文二新村,3室1厅,---,14,"(1, 11]",2380,2380,2380,2380,押一付三,---
---,杭州,西湖区,明珠公寓（万塘）,5室3厅,---,12,"(1, 11]",2200,2200,2200,2200,押一付三,---
---,杭州,西湖区,明珠公寓（万塘）,5室3厅,---,12,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,康乐新村,4室1厅,---,13,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,西湖区,星洲花园万黛兰居,7室3厅,---,21,"(2, 12]",2610,2610,2610,2610,押一付三,---
---,杭州,西湖区,融信杭州公馆,5室2厅,---,8,"(0, 10]",1990,1990,1990,1990,押一付三,---
---,杭州,西湖区,铭雅苑东区,4室1厅,---,63,"(6, 16]",1860,1860,1860,1860,押一付三,---
---,杭州,西湖区,沁雅花园,4室1厅,---,10,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,杭州,西湖区,亚洲城花园,4室1厅,---,12,"(1, 11]",1870,1870,1870,1870,押一付三,---
---,杭州,西湖区,阳光郡,4室1厅,---,8,"(0, 10]",1490,1490,1490,1490,押一付三,---
---,杭州,西湖区,阳光郡,4室1厅,---,6,"(0, 10]",1290,1290,1290,1290,押一付三,---
---,杭州,西湖区,龙湖水晶郦城,4室1厅,---,11,"(1, 11]",1390,1390,1390,1390,押一付三,---
---,杭州,西湖区,龙湖水晶郦城,4室1厅,---,21,"(2, 12]",1630,1630,1630,1630,押一付三,---
---,杭州,西湖区,中海紫藤苑,4室1厅,---,18,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,西湖区,保俶北路99号,2室1厅,---,9,"(0, 10]",1600,1600,1600,1600,押一付三,---
---,杭州,西湖区,新星小区,4室2厅,---,13,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,之江家园二区,4室2厅,---,9,"(0, 10]",1200,1200,1200,1200,押一付三,---
---,杭州,西湖区,冠苑小区,4室1厅,---,12,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,西湖区,之江家园三区,4室2厅,---,7,"(0, 10]",1100,1100,1100,1100,押一付三,---
---,杭州,西湖区,金成花园别墅,4室2厅,---,13,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,杭州,西湖区,之江家园五区,4室2厅,---,6,"(0, 10]",1130,1130,1130,1130,押一付三,---
---,杭州,西湖区,佳兆业玖珑山,6室2厅,---,5,"(0, 10]",890,890,890,890,押一付三,---
---,杭州,西湖区,翠苑二区,3室1厅,---,6,"(0, 10]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,越秀星汇悦城,5室1厅,---,8,"(0, 10]",1360,1360,1360,1360,押一付三,---
---,杭州,西湖区,之江家园四区,4室2厅,---,12,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,惠润家园,7室2厅,---,8,"(0, 10]",1290,1290,1290,1290,押一付三,---
---,杭州,西湖区,之江家园二区,3室1厅,---,12,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,杭州,西湖区,亲亲家园观城坊（二期）,4室1厅,---,15,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,杭州,西湖区,景瑞申花郡,4室1厅,---,15,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,景瑞申花郡,4室1厅,---,13,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,之江家园二区,3室2厅,---,12,"(1, 11]",1400,1400,1400,1400,押一付三,---
---,杭州,西湖区,同仁家园,4室2厅,---,7,"(0, 10]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,丽晶湾,4室1厅,---,12,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,龙湖水晶郦城,5室1厅,---,11,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,杭州,西湖区,同仁家园,3室1厅,---,10,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,杭州,西湖区,阳光郡,4室1厅,---,13,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,冠苑小区,4室1厅,---,12,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,杭州,西湖区,金厦公寓,4室1厅,---,13,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,杭州,西湖区,秀里华庭,3室1厅,---,7,"(0, 10]",1460,1460,1460,1460,押一付三,---
---,杭州,西湖区,秀里华庭,4室1厅,---,13,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,杭州,西湖区,阳光郡,4室1厅,---,4,"(0, 10]",1160,1160,1160,1160,押一付三,---
---,杭州,西湖区,金地自在城乐活湾,4室1厅,---,11,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,杭州,西湖区,之江家园三区,4室2厅,---,8,"(0, 10]",1160,1160,1160,1160,押一付三,---
---,杭州,西湖区,之江家园三区,4室1厅,---,17,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,之江家园五区,4室1厅,---,9,"(0, 10]",1160,1160,1160,1160,押一付三,---
---,杭州,西湖区,湖畔花园桃花苑,5室1厅,---,11,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,杭州,西湖区,望月公寓,3室1厅,---,21,"(2, 12]",1900,1900,1900,1900,押一付三,---
---,杭州,西湖区,西荡苑梨苑,4室1厅,---,15,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,杭州,西湖区,之江家园三区,4室1厅,---,17,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,三墩新天地商业中心,1室1厅,---,43,"(4, 14]",4100,4100,4100,4100,押一付三,---
---,杭州,西湖区,之江家园二区,4室1厅,---,8,"(0, 10]",1130,1130,1130,1130,押一付三,---
---,杭州,西湖区,金成花园别墅,4室2厅,---,12,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,杭州,西湖区,文苑路418号,3室1厅,---,14,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,杭州,西湖区,龙湖水晶郦城,4室1厅,---,7,"(0, 10]",1190,1190,1190,1190,押一付三,---
---,杭州,西湖区,新星小区,3室1厅,---,12,"(1, 11]",1500,1500,1500,1500,押一付三,---
---,杭州,西湖区,同仁家园金涛港,3室1厅,---,9,"(0, 10]",1390,1390,1390,1390,押一付三,---
---,杭州,西湖区,嘉绿西苑,4室1厅,---,7,"(0, 10]",4900,4900,4900,4900,押一付三,---
---,杭州,西湖区,协安紫郡,5室1厅,---,7,"(0, 10]",1500,1500,1500,1500,押一付三,---
---,杭州,西湖区,翠苑三区,1室1厅,---,14,"(1, 11]",4160,4160,4160,4160,押一付三,---
---,杭州,西湖区,协安蓝郡,4室0厅,---,16,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,杭州,西湖区,之江家园五区,4室2厅,---,8,"(0, 10]",1200,1200,1200,1200,押一付三,---
---,杭州,西湖区,之江家园二区,3室2厅,---,13,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,杭州,西湖区,紫金文苑,4室2厅,---,19,"(1, 11]",2390,2390,2390,2390,押一付三,---
---,杭州,西湖区,黄姑山路22号,1室1厅,---,71,"(7, 17]",4330,4330,4330,4330,押一付三,---
---,杭州,西湖区,云溪香山,7室2厅,---,11,"(1, 11]",1190,1190,1190,1190,押一付三,---
---,杭州,西湖区,阳光郡,5室1厅,---,21,"(2, 12]",2260,2260,2260,2260,押一付三,---
---,杭州,西湖区,翠苑五区,4室3厅,---,15,"(1, 11]",2790,2790,2790,2790,押一付三,---
---,杭州,西湖区,西溪晴雪,5室0厅,---,14,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,杭州,西湖区,秀月家园北区,4室2厅,---,10,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,杭州,西湖区,转塘家园,5室2厅,---,10,"(1, 11]",1230,1230,1230,1230,押一付三,---
---,杭州,西湖区,中海紫藤苑,3室1厅,---,21,"(2, 12]",2090,2090,2090,2090,押一付三,---
---,杭州,西湖区,同仁家园金河湾,3室1厅,---,9,"(0, 10]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,长青嘉苑,4室1厅,---,13,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,杭州,西湖区,亲亲家园梦溪坊（二期）,5室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,上实海上海白洋港城,4室1厅,---,9,"(0, 10]",1230,1230,1230,1230,押一付三,---
---,杭州,西湖区,之江家园五区,4室2厅,---,12,"(1, 11]",1420,1420,1420,1420,押一付三,---
---,杭州,西湖区,富丽苑,4室1厅,---,16,"(1, 11]",2490,2490,2490,2490,押一付三,---
---,杭州,西湖区,湖畔花园桃花苑,6室1厅,---,12,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,西湖区,亲亲家园幸福里（四期）,3室1厅,---,10,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,杭州,西湖区,秀里华庭,3室1厅,---,8,"(0, 10]",1500,1500,1500,1500,押一付三,---
---,杭州,西湖区,协安紫郡,4室2厅,---,13,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,杭州,西湖区,之江家园四区,4室2厅,---,14,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,古荡新村东区,1室1厅,---,75,"(7, 17]",4660,4660,4660,4660,押一付三,---
---,杭州,西湖区,转塘家园,5室2厅,---,8,"(0, 10]",1230,1230,1230,1230,押一付三,---
---,杭州,西湖区,之江家园二区,3室1厅,---,11,"(1, 11]",1430,1430,1430,1430,押一付三,---
---,杭州,西湖区,南都花园三区,3室1厅,---,13,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,杭州,西湖区,都市阳光和苑,5室1厅,---,11,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,杭州,西湖区,紫金西苑,4室1厅,---,22,"(2, 12]",2150,2150,2150,2150,押一付三,---
---,杭州,西湖区,之江家园一区,3室2厅,---,12,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,杭州,西湖区,之江家园四区,4室2厅,---,12,"(1, 11]",1390,1390,1390,1390,押一付三,---
---,杭州,西湖区,首开国风美域,4室1厅,---,13,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,西湖区,五洲国际广场,1室1厅,---,26,"(2, 12]",3230,3230,3230,3230,押一付三,---
---,杭州,西湖区,国风美域,4室1厅,---,14,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,杭州,西湖区,铭雅苑西区,5室1厅,---,14,"(1, 11]",1640,1640,1640,1640,押一付三,---
---,杭州,西湖区,武林花园,3室1厅,---,17,"(1, 11]",2160,2160,2160,2160,押一付三,---
---,杭州,西湖区,高教新村,4室1厅,---,12,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,杭州,西湖区,之江家园一区,3室2厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,杭州,西湖区,紫金庭园,4室2厅,---,19,"(1, 11]",2460,2460,2460,2460,押一付三,---
---,杭州,西湖区,龙湖唐宁ONE,5室2厅,---,14,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,杭州,西湖区,之江家园二区,3室1厅,---,13,"(1, 11]",1350,1350,1350,1350,押一付三,---
---,杭州,西湖区,紫金西苑,4室2厅,---,18,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,杭州,西湖区,转塘家园,3室2厅,---,10,"(1, 11]",1330,1330,1330,1330,押一付三,---
